Home,Away,Wk,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Augsburg,Bayern Munich,29,1,4,A,7,12,1,7,19,8,1,6,3,1,0,0,6.5,4.33,1.5
Dortmund,Stuttgart,29,3,0,H,18,12,12,6,12,15,5,7,1,4,0,0,1.61,4,5.5
Eint Frankfurt,Hoffenheim,29,0,3,A,13,4,3,3,9,16,5,0,1,1,1,0,1.95,3.39,4.2
Freiburg,Wolfsburg,29,1,0,H,18,8,7,5,8,13,5,4,2,1,0,0,3.6,3.5,2.04
Hamburger SV,Schalke 04,29,0,1,A,13,8,2,3,14,12,6,1,1,1,0,0,3.79,3.29,2.04
Hannover 96,Werder Bremen,29,0,0,D,17,8,6,3,13,27,6,7,1,3,0,0,2.7,3.2,2.75
Köln,Mainz 05,29,4,2,H,24,6,9,2,13,19,5,2,4,3,0,0,1.61,4,5.25
M'Gladbach,Hertha BSC,29,2,1,H,23,15,8,2,12,13,8,7,1,1,0,0,1.73,3.6,5.25
RB Leipzig,Leverkusen,29,1,4,A,19,13,4,7,8,7,8,9,0,0,0,0,2.29,3.5,3
Bayern Munich,M'Gladbach,30,5,1,H,20,4,11,1,9,9,6,0,2,1,0,0,1.33,5.75,8
Hertha BSC,Köln,30,2,0,H,12,9,3,5,12,15,2,1,2,5,0,0,2.7,3.39,2.5
Hoffenheim,Hamburger SV,30,0,0,D,12,5,4,0,7,14,5,4,1,0,0,0,2.1,3.25,3.79
Leverkusen,Eint Frankfurt,30,4,1,H,11,7,6,1,15,8,2,2,3,4,0,0,1.8,3.79,4.33
Mainz 05,Freiburg,30,1,0,H,12,11,3,0,12,15,0,3,0,2,1,0,2.04,3.39,3.79
Schalke 04,Dortmund,30,2,0,H,12,12,3,5,8,9,4,6,1,1,0,0,2.54,3.39,2.7
Stuttgart,Hannover 96,30,1,1,D,11,8,4,6,15,12,3,7,1,1,0,0,1.72,3.6,4.75
Werder Bremen,RB Leipzig,30,1,1,D,16,10,6,4,17,13,5,2,2,1,0,0,2.79,3.5,2.45
Wolfsburg,Augsburg,30,0,0,D,17,9,4,2,18,17,7,5,2,4,1,1,2.14,3.29,3.6
Augsburg,Mainz 05,31,2,0,H,15,7,6,3,16,18,4,5,4,1,0,0,2.2,3.29,3.39
Dortmund,Leverkusen,31,4,0,H,17,10,9,2,11,14,7,6,0,0,0,0,2.29,3.5,3
Eint Frankfurt,Hertha BSC,31,1,0,H,13,7,7,2,21,16,5,1,3,2,0,0,1.75,3.6,5
Hamburger SV,Freiburg,31,3,2,H,12,13,6,3,16,13,2,5,2,4,0,0,2.1,3.39,3.6
Hannover 96,Bayern Munich,31,0,1,A,7,21,3,4,9,9,7,7,1,2,1,0,19,7,1.16
Köln,Schalke 04,31,2,0,H,12,17,6,3,16,15,0,5,3,2,0,0,2.2,3.5,3.25
M'Gladbach,Wolfsburg,31,3,0,H,16,7,6,2,18,16,8,5,0,2,0,0,1.8,3.79,4.5
RB Leipzig,Hoffenheim,31,2,3,A,22,7,7,5,13,11,6,1,1,3,0,1,1.57,3.79,6
Stuttgart,Werder Bremen,31,2,0,H,11,9,5,3,8,18,3,5,1,2,0,0,2.39,3.29,3
Bayern Munich,Eint Frankfurt,32,4,1,H,12,12,6,3,6,9,1,2,0,0,0,0,1.6,4.33,5.25
Freiburg,Köln,32,0,3,A,12,22,4,8,17,14,7,6,0,0,0,0,2.87,3.39,2.45
Hertha BSC,Augsburg,32,1,3,A,17,17,5,8,13,16,3,6,2,2,0,0,2.14,3.39,3.39
Hoffenheim,Hannover 96,32,2,1,H,8,12,3,4,14,13,9,11,0,0,0,0,1.9,3.39,4.33
Leverkusen,Stuttgart,32,0,1,A,24,4,7,1,13,12,6,2,2,0,0,0,1.39,4.75,8
Mainz 05,RB Leipzig,32,3,0,H,16,6,9,1,24,9,7,8,2,4,0,1,3.75,3.39,2.04
Schalke 04,M'Gladbach,32,1,1,D,10,10,4,4,11,11,1,1,2,4,1,0,1.85,3.6,4.2
Werder Bremen,Dortmund,32,1,1,D,19,17,6,6,8,9,7,5,1,2,0,0,3.79,3.75,1.9
Wolfsburg,Hamburger SV,32,3,1,H,15,12,7,7,8,8,1,3,1,2,0,0,1.61,3.75,6
Augsburg,Schalke 04,33,1,2,A,12,15,5,7,13,9,4,4,2,3,0,0,3.6,3.29,2.1
Dortmund,Mainz 05,33,1,2,A,12,7,4,5,16,17,4,2,3,3,0,0,1.3,5.5,10
Eint Frankfurt,Hamburger SV,33,1,1,D,15,2,4,1,14,18,9,2,0,0,0,0,1.85,3.5,4.5
Hannover 96,Hertha BSC,33,1,1,D,16,14,3,7,14,18,8,3,2,1,1,0,2.25,3.29,3.29
Köln,Bayern Munich,33,2,0,H,6,23,3,6,15,9,2,4,3,1,0,0,7,4.5,1.45
M'Gladbach,Freiburg,33,1,0,H,22,13,8,2,12,11,5,3,3,2,0,0,1.91,3.5,4.1
RB Leipzig,Wolfsburg,33,4,1,H,13,10,7,5,11,10,2,5,0,1,0,0,1.61,4,5.5
Stuttgart,Hoffenheim,33,1,0,H,7,10,2,1,8,9,4,4,1,0,0,0,2.14,3.29,3.6
Werder Bremen,Leverkusen,33,0,0,D,3,9,0,1,14,18,3,1,3,5,0,0,3.79,4,1.85
Bayern Munich,Stuttgart,34,1,4,A,18,7,8,7,10,8,10,0,1,0,0,0,1.16,8,15
Freiburg,Augsburg,34,1,1,D,12,11,5,3,12,16,6,6,3,3,0,0,2.79,3.25,2.6
Hamburger SV,M'Gladbach,34,1,0,H,24,5,5,3,7,12,5,3,0,2,0,0,3.39,3.39,2.14
Hertha BSC,RB Leipzig,34,2,3,A,13,15,3,5,16,16,6,3,3,4,0,0,3.89,3.6,1.95
Hoffenheim,Dortmund,34,1,1,D,9,11,2,4,15,11,3,5,3,1,0,0,3.29,3.39,2.2
Leverkusen,Hannover 96,34,3,0,H,17,12,6,2,17,18,6,3,2,2,0,0,1.36,5,8.5
Mainz 05,Werder Bremen,34,1,2,A,13,14,1,3,10,6,3,7,0,1,0,0,2.29,3.6,3
Schalke 04,Eint Frankfurt,34,1,0,H,11,6,5,2,10,12,4,3,0,2,0,0,2.29,3.5,3
Wolfsburg,Köln,34,1,1,D,14,14,6,5,12,24,8,4,1,3,0,0,2.5,3.39,2.79
