Home,Away,Wk,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Dijon,Angers,5,1,3,A,11,13,3,6,11,13,4,6,2,2,0,0,2.14,3.4,3.4
Marseille,Guingamp,5,4,0,H,17,2,6,0,7,9,8,1,1,1,0,0,1.28,5.75,10
Montpellier,Strasbourg,5,1,1,D,10,7,3,1,15,14,5,5,1,2,0,0,1.95,3.4,4.2
Nantes,Reims,5,0,0,D,12,7,6,0,13,12,7,7,3,4,0,0,1.9,3.25,4.33
Nice,Rennes,5,2,1,H,13,10,4,3,10,19,3,2,4,1,0,0,2.5,3.25,2.8
Paris S-G,Saint-Étienne,5,4,0,H,16,11,9,2,12,13,7,4,1,1,0,0,1.25,6,11
Toulouse,Monaco,5,1,1,D,13,12,6,2,17,17,6,3,2,3,0,0,3,3.3,2.4
Angers,Toulouse,6,0,0,D,16,7,4,0,14,14,4,4,1,2,0,0,2.14,3.2,3.6
Guingamp,Bordeaux,6,1,3,A,18,11,5,6,14,17,6,4,1,4,0,0,2.25,3.1,3.5
Lille,Nantes,6,2,1,H,11,11,8,4,15,12,4,1,3,4,0,0,1.85,3.5,4.5
Lyon,Marseille,6,4,2,H,17,9,5,3,7,12,3,7,1,2,0,1,1.95,3.5,3.8
Monaco,Nîmes,6,1,1,D,15,9,4,2,15,15,5,5,1,2,0,0,1.75,4,4.33
Montpellier,Nice,6,1,0,H,12,9,5,2,14,11,6,5,3,2,0,0,2.2,3,3.75
Reims,Dijon,6,0,0,D,11,6,2,0,15,14,9,3,1,1,0,0,2.04,3.3,3.8
Rennes,Paris S-G,6,1,3,A,14,15,4,6,11,17,9,4,2,3,0,0,7.5,4.5,1.4
Saint-Étienne,Caen,6,2,1,H,23,9,7,2,3,20,9,6,2,3,0,0,1.64,3.5,6.5
Strasbourg,Amiens,6,3,1,H,13,8,6,3,16,13,1,1,1,4,0,0,1.8,3.3,5.25
Amiens,Rennes,7,2,1,H,12,15,3,2,11,18,9,6,0,2,0,1,3.25,3.1,2.4
Bordeaux,Lille,7,1,0,H,7,15,3,6,13,19,3,4,1,3,0,1,2.45,3.2,3
Caen,Montpellier,7,2,2,D,11,16,3,6,10,14,4,6,2,2,0,1,3,3,2.6
Dijon,Lyon,7,0,3,A,30,16,6,5,12,11,8,2,2,2,1,1,5.75,4.2,1.57
Marseille,Strasbourg,7,3,2,H,13,9,5,5,12,13,3,2,3,3,1,0,1.44,4.5,7.5
Monaco,Angers,7,0,1,A,7,6,0,3,13,12,5,4,1,2,0,0,1.75,3.8,4.75
Nantes,Nice,7,1,2,A,10,12,3,5,12,15,8,8,1,2,0,0,2.4,3.2,3.1
Nîmes,Guingamp,7,0,0,D,7,9,2,3,11,12,4,3,3,3,0,0,1.95,3.6,3.8
Paris S-G,Reims,7,4,1,H,15,9,7,3,12,13,8,4,0,1,0,0,1.12,9,21
Toulouse,Saint-Étienne,7,2,3,A,20,14,6,8,13,14,4,2,1,2,0,0,2.6,3,3
Angers,Guingamp,8,0,1,A,11,11,4,5,15,13,1,4,3,3,0,0,2.14,3.2,3.7
Caen,Amiens,8,1,0,H,12,7,4,2,15,11,7,4,2,2,0,1,2.14,3.25,3.6
Lille,Marseille,8,3,0,H,16,8,4,3,8,14,5,2,1,3,0,0,3.1,3.4,2.3
Lyon,Nantes,8,1,1,D,20,19,7,4,15,12,10,10,3,4,0,0,1.3,5.75,9.5
Montpellier,Nîmes,8,3,0,H,19,11,6,3,15,18,4,1,2,3,0,0,1.85,3.6,4.33
Nice,Paris S-G,8,0,3,A,9,21,1,8,13,12,3,7,3,2,1,0,7.5,5.5,1.36
Reims,Bordeaux,8,0,0,D,9,7,0,3,16,23,7,1,2,3,0,0,2.3,3.25,3.25
Rennes,Toulouse,8,1,1,D,22,5,7,2,17,14,7,3,1,4,0,1,1.95,3.5,4
Saint-Étienne,Monaco,8,2,0,H,16,20,5,7,8,9,6,3,0,1,0,0,1.95,3.4,4
Strasbourg,Dijon,8,3,0,H,7,14,5,1,11,17,0,5,1,3,0,0,1.95,3.5,4
Amiens,Dijon,9,1,0,H,8,10,2,3,19,18,6,2,0,0,0,0,2.4,3.25,3.1
Angers,Strasbourg,9,2,2,D,24,9,6,4,11,13,6,1,1,5,0,0,2.37,3.1,3.3
Bordeaux,Nantes,9,3,0,H,16,12,7,2,19,15,4,6,1,1,0,0,2.25,3.2,3.4
Guingamp,Montpellier,9,1,1,D,7,11,2,5,11,17,3,4,0,3,1,1,2.8,3.1,2.7
Lille,Saint-Étienne,9,3,1,H,12,6,5,2,8,10,1,4,2,1,0,0,2,3.4,3.9
Marseille,Caen,9,2,0,H,17,7,6,2,14,14,4,2,3,5,0,0,1.33,5.25,9
Monaco,Rennes,9,1,2,A,8,11,2,4,18,16,2,3,5,1,1,0,2,3.5,3.75
Nîmes,Reims,9,0,0,D,17,9,5,2,13,11,9,1,1,1,0,0,2.3,3.3,3.2
Paris S-G,Lyon,9,5,0,H,14,16,8,6,11,16,2,10,2,4,1,1,1.33,5.5,8.5
Toulouse,Nice,9,1,1,D,13,11,2,2,17,14,3,2,1,2,0,0,2.37,3.3,3.1
Caen,Guingamp,10,0,0,D,4,7,2,2,17,5,3,2,0,0,0,0,2.1,3.25,3.75
Dijon,Lille,10,1,2,A,17,8,7,3,20,13,10,5,2,2,0,0,3.3,3.5,2.14
Lyon,Nîmes,10,2,0,H,13,23,5,6,10,11,7,7,1,2,0,0,1.3,5.5,9.5
Montpellier,Bordeaux,10,2,0,H,13,12,4,3,13,11,2,3,2,3,0,0,2.14,3.25,3.6
Nantes,Toulouse,10,4,0,H,18,5,9,2,12,13,4,3,3,1,0,0,2,3.3,4
Nice,Marseille,10,0,1,A,14,9,3,1,12,9,5,7,3,1,0,0,3.5,3.5,2.04
Paris S-G,Amiens,10,5,0,H,16,8,8,2,12,10,10,5,0,0,0,0,1.08,11,26
Reims,Angers,10,1,1,D,12,16,5,6,13,7,8,6,1,0,0,0,2.25,3.1,3.5
Saint-Étienne,Rennes,10,1,1,D,8,15,2,5,13,11,2,4,1,1,0,0,2.14,3.2,3.75
Strasbourg,Monaco,10,2,1,H,8,12,5,5,13,11,4,6,2,3,0,1,2.7,3.25,2.7
Amiens,Nantes,11,1,2,A,18,12,8,5,16,10,10,2,1,2,0,0,3,3.2,2.5
Angers,Lyon,11,1,2,A,14,9,4,5,9,10,7,0,2,5,1,0,3.8,3.6,1.95
Bordeaux,Nice,11,0,1,A,23,13,7,2,13,13,5,2,2,3,0,0,2.3,3.3,3.25
Guingamp,Strasbourg,11,1,1,D,10,12,4,5,10,14,6,5,1,1,0,0,2.37,3.2,3.2
Lille,Caen,11,1,0,H,11,5,4,1,13,20,9,4,0,2,0,0,1.5,4,7.5
Marseille,Paris S-G,11,0,2,A,12,11,2,5,8,11,5,7,4,2,0,0,6,5,1.44
Monaco,Dijon,11,2,2,D,12,11,5,3,15,14,6,4,2,3,0,0,1.66,4,5
Nîmes,Saint-Étienne,11,1,1,D,13,13,6,5,6,15,7,4,1,3,0,0,2.62,3.3,2.7
Rennes,Reims,11,0,2,A,11,6,5,3,16,17,11,2,3,2,0,0,1.7,3.4,5.75
Toulouse,Montpellier,11,0,3,A,15,22,4,8,13,13,5,7,2,1,0,0,2.8,3.1,2.7
Caen,Rennes,12,1,2,A,12,22,3,10,13,11,2,4,1,2,0,0,3.5,3.25,2.2
Dijon,Nîmes,12,0,4,A,23,11,7,6,12,13,7,3,1,0,0,0,2.14,3.4,3.4
Lyon,Bordeaux,12,1,1,D,6,17,2,3,18,16,5,5,1,1,0,0,1.44,4.75,7
Montpellier,Marseille,12,3,0,H,14,11,6,2,12,14,2,6,0,3,0,0,3,3.2,2.5
Nantes,Guingamp,12,5,0,H,19,4,10,0,10,13,8,5,0,2,0,0,1.83,3.5,4.5
Nice,Amiens,12,1,0,H,7,13,4,7,8,9,1,4,1,0,0,0,1.72,3.6,5.25
Paris S-G,Lille,12,2,1,H,19,6,5,2,16,12,8,0,2,3,0,0,1.16,8,15
Reims,Monaco,12,1,0,H,8,5,4,1,12,16,2,4,0,3,1,1,2.5,3.3,2.87
Saint-Étienne,Angers,12,4,3,H,18,10,9,6,8,10,9,5,1,1,0,0,1.95,3.3,4.2
Strasbourg,Toulouse,12,1,1,D,18,5,2,2,8,4,10,3,2,1,0,0,1.85,3.6,4.33
Angers,Montpellier,13,1,0,H,10,10,3,3,16,13,5,3,1,2,0,0,3,3.1,2.6
Bordeaux,Caen,13,0,0,D,16,9,6,1,12,14,3,6,4,3,0,0,1.85,3.5,4.5
Guingamp,Lyon,13,2,4,A,9,19,2,6,13,18,6,0,1,2,0,0,5,4,1.66
Lille,Strasbourg,13,0,0,D,22,4,8,1,9,14,7,0,0,2,0,0,1.72,3.75,5
Marseille,Dijon,13,2,0,H,16,9,3,3,9,17,10,4,0,2,0,0,1.33,4.75,11
Monaco,Paris S-G,13,0,4,A,15,14,2,9,15,10,6,9,0,0,0,0,11,6.5,1.25
Nîmes,Nice,13,0,1,A,8,13,3,8,11,16,4,6,4,5,2,0,2.3,3.25,3.25
Rennes,Nantes,13,1,1,D,14,7,4,3,15,17,8,4,4,3,0,0,2.14,3.3,3.6
Saint-Étienne,Reims,13,2,0,H,14,14,5,3,10,21,5,6,3,1,0,0,1.8,3.5,4.75
Toulouse,Amiens,13,0,1,A,23,7,6,2,11,15,7,3,3,1,0,0,2.14,3.2,3.6
Amiens,Marseille,14,1,3,A,9,21,3,9,14,11,5,8,2,2,0,0,4.6,3.75,1.75
Caen,Monaco,14,0,1,A,9,10,1,4,16,20,7,4,2,3,0,0,3.25,3.25,2.3
Dijon,Bordeaux,14,0,0,D,14,11,4,0,18,12,6,6,2,1,0,0,2.87,3.25,2.54
Lyon,Saint-Étienne,14,1,0,H,13,16,1,3,10,16,6,8,1,2,1,0,1.57,4.2,5.75
Montpellier,Rennes,14,2,2,D,15,16,4,7,13,16,2,5,3,1,0,0,2.3,3,3.6
Nantes,Angers,14,1,1,D,24,7,8,1,13,12,8,2,2,3,0,0,2,3.2,4.2
Nice,Lille,14,2,0,H,11,9,4,2,10,18,4,12,1,4,0,0,2.6,3.1,3
Paris S-G,Toulouse,14,1,0,H,9,11,2,3,12,9,7,6,0,0,0,0,1.14,9,15
Reims,Guingamp,14,2,1,H,10,6,3,4,12,10,5,2,1,4,0,0,2,3.2,4.2
Strasbourg,Nîmes,14,0,1,A,12,14,4,3,12,8,7,8,3,1,1,0,2.1,3.4,3.6
Angers,Caen,15,1,1,D,11,8,4,3,15,8,6,2,1,2,0,0,1.72,3.75,5
Bordeaux,Paris S-G,15,2,2,D,18,9,4,2,12,12,4,4,1,2,0,0,10,5.5,1.28
Guingamp,Nice,15,0,0,D,12,10,2,1,6,11,4,1,1,1,0,0,2.7,3.2,2.75
Lille,Lyon,15,2,2,D,13,18,6,5,14,8,4,6,2,1,0,0,2.75,3.3,2.6
Marseille,Reims,15,0,0,D,16,12,5,4,16,12,13,1,2,1,0,0,1.4,4.75,7.5
Monaco,Montpellier,15,1,2,A,13,15,2,3,6,20,4,3,0,0,0,0,2.54,3.3,2.8
Nîmes,Amiens,15,3,0,H,13,9,7,2,10,12,5,2,1,4,0,0,1.9,3.6,4.2
Rennes,Strasbourg,15,1,4,A,12,14,2,8,8,10,10,3,3,1,0,0,1.7,3.75,5
Saint-Étienne,Nantes,15,3,0,H,16,7,4,1,16,17,8,1,1,2,0,0,2.04,3.4,3.75
Toulouse,Dijon,15,2,2,D,12,14,3,5,12,17,2,5,1,3,1,0,2,3.4,3.75
Amiens,Monaco,16,0,2,A,15,6,2,4,21,17,5,2,2,3,1,0,2.9,3.3,2.45
Bordeaux,Saint-Étienne,16,3,2,H,13,14,5,4,13,12,3,7,2,3,0,0,2.5,3.1,3.1
Caen,Nîmes,16,1,2,A,11,23,3,7,19,14,0,6,1,3,0,0,2.8,3.1,2.75
Dijon,Guingamp,16,2,1,H,9,21,3,9,19,17,2,9,6,1,1,0,2.25,3.25,3.4
Lyon,Rennes,16,0,2,A,15,10,8,2,14,12,5,2,1,0,0,0,1.53,4.2,6.5
Montpellier,Lille,16,0,1,A,16,13,4,6,15,10,8,8,2,2,0,0,2.1,3.2,3.75
Nantes,Marseille,16,3,2,H,11,8,4,3,16,11,8,7,0,1,0,0,3.1,3.3,2.35
Nice,Angers,16,0,0,D,16,8,5,2,10,17,7,2,3,1,0,1,2,3.2,4.2
Reims,Toulouse,16,0,1,A,22,7,7,3,15,22,10,3,3,6,0,1,1.95,3.2,4.5
Strasbourg,Paris S-G,16,1,1,D,4,20,2,5,12,14,3,11,2,3,0,0,8,5.75,1.33
Angers,Bordeaux,17,1,2,A,19,9,8,4,10,9,9,7,1,0,0,0,2.5,3,3
Guingamp,Amiens,17,1,2,A,16,11,2,3,16,15,12,0,1,4,1,0,2,3.2,4.2
Lille,Reims,17,1,1,D,12,8,3,3,14,24,5,4,1,3,0,0,1.8,3.4,5
Monaco,Nice,17,1,1,D,13,6,5,2,13,9,10,2,2,2,0,1,2.3,3.2,3.3
Nîmes,Nantes,17,1,0,H,10,11,2,3,13,11,5,4,0,0,0,0,2.37,3.25,3.1
Paris S-G,Montpellier,17,5,1,H,18,15,9,7,11,11,8,3,2,1,0,0,1.25,6,12
Rennes,Dijon,17,2,0,H,21,7,10,3,10,16,8,4,1,2,0,0,1.57,3.8,6.5
Saint-Étienne,Marseille,17,2,1,H,11,15,5,4,13,14,4,2,0,0,0,0,2.25,3.5,3.1
Strasbourg,Caen,17,2,2,D,10,5,4,3,11,13,8,4,1,1,0,0,1.75,3.5,5.25
Toulouse,Lyon,17,2,2,D,6,22,4,5,12,10,4,10,4,3,0,0,5.25,3.75,1.66
Amiens,Angers,18,0,0,D,21,7,5,2,13,7,4,7,0,1,0,0,3.2,3,2.4
Caen,Toulouse,18,2,1,H,13,7,7,2,15,27,2,3,2,2,0,0,2.5,3.1,3.1
Dijon,Paris S-G,18,0,4,A,9,16,2,7,16,5,3,5,2,1,0,0,13,7,1.2
Guingamp,Rennes,18,2,1,H,7,17,2,3,10,14,7,4,2,3,0,0,2.87,3.2,2.55
Lyon,Monaco,18,3,0,H,21,4,11,1,14,9,7,1,1,2,0,1,1.44,4.75,7
Marseille,Bordeaux,18,1,0,H,24,6,7,1,18,13,4,2,3,2,0,1,2.25,3.2,3.4
Nantes,Montpellier,18,2,0,H,16,9,5,2,17,9,4,3,1,2,0,1,2.6,3.1,2.9
Nice,Saint-Étienne,18,1,1,D,23,11,7,4,6,20,7,6,2,3,1,1,2.25,3.1,3.5
Nîmes,Lille,18,2,3,A,17,7,6,6,21,12,6,2,3,3,0,1,2.5,3,3.2
Reims,Strasbourg,18,2,1,H,12,5,5,3,19,16,6,3,1,1,0,0,2.25,3.1,3.5
Angers,Marseille,19,1,1,D,15,14,4,2,9,14,6,4,1,3,0,0,3.75,3.4,2.04
Bordeaux,Amiens,19,1,1,D,9,8,4,4,10,10,6,6,0,2,0,0,1.61,3.75,6
Lille,Toulouse,19,1,2,A,17,6,5,3,11,18,6,7,3,4,0,0,1.72,3.5,5.5
Monaco,Guingamp,19,0,2,A,5,9,2,3,19,15,8,6,2,4,0,0,1.9,3.5,4.33
Montpellier,Lyon,19,1,1,D,13,10,4,3,20,11,6,2,2,1,0,0,3.3,3.3,2.25
Paris S-G,Nantes,19,1,0,H,23,11,3,2,7,11,9,1,2,0,0,0,1.14,9,15
Reims,Caen,19,2,2,D,19,7,11,2,9,16,10,2,3,3,0,0,1.8,3.5,4.75
Rennes,Nîmes,19,4,0,H,13,18,7,6,11,13,2,7,1,2,0,0,1.83,3.5,4.5
Saint-Étienne,Dijon,19,3,0,H,18,7,9,2,13,17,5,3,4,3,0,0,1.53,4.33,6
Strasbourg,Nice,19,2,0,H,11,9,5,4,15,12,2,4,2,0,0,0,2.37,3.2,3.1
Amiens,Paris S-G,20,0,3,A,4,20,1,9,16,16,1,8,3,0,1,0,17,7.5,1.16
Caen,Lille,20,1,3,A,9,12,3,7,14,18,4,2,3,1,0,1,3.8,3.25,2.1
Dijon,Montpellier,20,1,1,D,13,13,7,6,21,14,3,7,2,0,0,0,3.25,3.3,2.3
Guingamp,Saint-Étienne,20,0,1,A,11,4,2,2,10,12,9,4,0,1,0,0,2.87,3.2,2.5
Lyon,Reims,20,1,1,D,15,9,5,5,14,7,8,0,0,1,0,0,1.45,4.5,7.5
Marseille,Monaco,20,1,1,D,14,8,3,3,12,10,6,3,2,1,0,0,1.57,4,6
Nantes,Rennes,20,0,1,A,24,6,3,1,13,16,4,3,5,3,0,0,2.55,3.3,2.8
Nice,Bordeaux,20,1,0,H,9,18,3,4,17,17,5,5,2,3,0,0,2.2,3.2,3.6
Nîmes,Angers,20,3,1,H,15,11,6,4,12,9,9,2,1,2,0,0,2.05,3.4,3.8
Toulouse,Strasbourg,20,1,2,A,17,12,4,5,9,8,7,4,1,1,0,0,2.5,3.2,3
Angers,Nantes,21,1,0,H,4,13,3,4,9,20,3,6,2,3,0,0,2.45,3.1,3.1
Bordeaux,Dijon,21,1,0,H,13,10,5,3,12,13,2,2,3,3,0,1,1.66,3.6,5.75
Caen,Marseille,21,0,1,A,9,9,4,1,19,16,5,4,6,3,1,0,4.33,3.6,1.85
Lille,Amiens,21,2,1,H,17,2,3,1,8,18,4,3,0,3,0,0,1.65,3.6,5.75
Monaco,Strasbourg,21,1,5,A,9,16,5,6,13,9,3,7,4,2,1,1,1.9,3.5,4
Nîmes,Toulouse,21,0,1,A,18,11,6,4,17,13,8,2,3,1,0,0,1.95,3.6,3.8
Paris S-G,Guingamp,21,9,0,H,26,2,12,0,11,7,8,1,1,0,0,0,1.1,10,26
Reims,Nice,21,1,1,D,10,9,2,5,16,10,2,7,0,3,0,0,2.25,3,3.7
Rennes,Montpellier,21,0,0,D,16,13,1,3,13,18,6,0,2,2,0,0,2.05,3.4,3.8
Saint-Étienne,Lyon,21,1,2,A,15,23,9,7,18,7,4,4,2,2,0,0,3.1,3.5,2.25
Amiens,Lyon,22,0,1,A,12,18,2,11,17,15,3,4,1,3,0,0,6.5,4.2,1.53
Dijon,Monaco,22,2,0,H,13,18,7,5,15,9,3,5,3,2,0,1,2.9,3.3,2.37
Guingamp,Reims,22,0,1,A,6,7,2,3,12,13,4,4,1,2,1,0,2.5,3.1,3.1
Marseille,Lille,22,1,2,A,15,9,5,3,14,7,9,6,5,3,1,0,2.3,3.25,3.2
Montpellier,Caen,22,2,0,H,11,9,6,1,15,17,4,3,1,1,0,0,1.72,3.5,5.5
Nantes,Saint-Étienne,22,1,1,D,13,10,3,4,12,12,7,6,2,1,1,1,2.75,3.1,2.75
Nice,Nîmes,22,2,0,H,15,14,7,7,10,13,6,4,1,3,0,0,2.1,3.2,3.75
Paris S-G,Rennes,22,4,1,H,16,10,7,3,8,7,2,1,1,2,0,0,1.22,6.5,12
Strasbourg,Bordeaux,22,1,0,H,10,11,5,1,19,18,5,4,2,2,0,0,2.4,3.2,3.1
Toulouse,Angers,22,0,0,D,14,13,4,3,13,11,4,5,1,1,0,0,2.2,3.2,3.5
Angers,Dijon,23,1,0,H,12,7,5,2,14,11,4,8,0,0,0,0,2,3.3,4
Bordeaux,Guingamp,23,0,0,D,11,13,4,1,7,12,8,7,2,2,0,0,1.9,3.4,4.33
Caen,Nantes,23,0,1,A,14,13,1,4,17,11,4,8,4,3,0,1,3,3.1,2.5
Lille,Nice,23,4,0,H,15,5,7,2,16,7,4,1,2,0,0,1,1.8,3.6,4.75
Lyon,Paris S-G,23,2,1,H,14,16,10,9,10,12,6,8,1,2,0,0,3.8,3.8,1.85
Monaco,Toulouse,23,2,1,H,13,10,3,3,11,16,6,5,2,3,0,0,1.72,3.6,5.25
Nîmes,Montpellier,23,1,1,D,12,11,5,4,20,23,5,3,2,1,0,0,2.6,3.1,2.9
Reims,Marseille,23,2,1,H,9,13,4,5,11,15,6,5,3,0,0,0,2.7,3.25,2.7
Rennes,Amiens,23,1,0,H,15,8,4,1,11,12,7,4,1,3,0,0,1.6,3.75,6.5
Saint-Étienne,Strasbourg,23,2,1,H,11,9,6,2,11,28,3,4,0,5,0,0,1.95,3.3,4
Amiens,Caen,24,1,0,H,10,11,1,4,12,14,4,2,0,0,0,0,2.1,3.1,4
Dijon,Marseille,24,1,2,A,10,18,4,8,11,11,3,12,3,3,0,0,4.33,3.5,1.85
Guingamp,Lille,24,0,2,A,7,9,1,3,15,11,7,4,2,1,0,0,3.4,3.3,2.2
Montpellier,Monaco,24,2,2,D,12,10,3,5,16,20,5,3,1,6,0,1,2.45,3.1,3.1
Nantes,Nîmes,24,2,4,A,15,13,4,4,10,11,9,4,1,2,0,0,1.9,3.3,4.2
Nice,Lyon,24,1,0,H,11,23,4,5,7,13,4,14,2,2,0,0,4.75,4,1.7
Paris S-G,Bordeaux,24,1,0,H,10,8,3,3,14,21,4,8,3,3,0,0,1.25,6.5,11
Rennes,Saint-Étienne,24,3,0,H,15,15,5,3,7,8,6,8,0,4,0,1,2.15,3.4,3.4
Strasbourg,Angers,24,1,2,A,16,8,7,3,14,13,5,3,2,3,0,0,2.05,3.2,4
Toulouse,Reims,24,1,1,D,9,9,3,3,18,13,3,3,2,4,0,0,2.75,3,2.8
Angers,Nice,25,3,0,H,12,13,4,4,12,8,8,5,0,2,0,0,2.4,3,3.3
Bordeaux,Toulouse,25,2,1,H,8,20,4,5,14,20,7,5,2,2,0,0,1.83,3.5,4.75
Caen,Strasbourg,25,0,0,D,11,15,2,3,6,13,8,6,0,3,0,0,3.5,3.1,2.3
Lille,Montpellier,25,0,0,D,12,8,3,2,10,12,1,4,3,3,0,0,1.85,3.3,4.75
Lyon,Guingamp,25,2,1,H,18,14,9,3,5,10,7,2,2,1,0,0,1.3,5.25,10
Marseille,Amiens,25,2,0,H,16,10,5,2,15,15,3,6,1,0,0,0,1.4,4.5,9
Monaco,Nantes,25,1,0,H,11,6,6,2,13,22,2,3,4,2,0,0,1.8,3.6,4.5
Nîmes,Dijon,25,2,0,H,14,12,6,2,10,17,5,4,2,5,0,1,1.75,3.8,4.5
Reims,Rennes,25,2,0,H,7,10,4,1,13,10,2,4,1,1,0,0,2.5,3.1,3.1
Saint-Étienne,Paris S-G,25,0,1,A,11,11,2,3,8,18,4,5,1,5,0,0,5.25,4.33,1.6
Amiens,Nice,26,1,0,H,11,7,4,0,13,15,4,4,0,2,0,0,2.7,2.9,3
Dijon,Saint-Étienne,26,0,1,A,11,16,2,6,13,7,4,5,0,0,0,0,3.5,3.3,2.15
Guingamp,Angers,26,1,0,H,8,8,3,1,11,12,6,2,2,2,0,0,2.5,3.2,3
Monaco,Lyon,26,2,0,H,11,9,5,3,20,18,3,6,3,1,0,0,3.4,3.5,2.1
