Home,Away,Wk,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Stuttgart,Dortmund,8,0,4,A,13,12,5,4,7,5,10,2,0,0,0,0,4.2,3.75,1.83
Wolfsburg,Bayern Munich,8,1,3,A,8,13,1,11,9,12,2,9,2,4,0,1,8.5,5,1.36
Dortmund,Hertha BSC,9,2,2,D,19,10,5,4,7,15,8,2,2,3,0,0,1.4,4.75,8
Düsseldorf,Wolfsburg,9,0,3,A,8,18,1,6,12,11,4,9,3,6,0,0,3,3.4,2.37
Freiburg,M'Gladbach,9,3,1,H,13,11,7,2,9,12,3,10,1,1,0,0,3.5,3.6,2
Hannover 96,Augsburg,9,1,2,A,17,9,4,4,15,16,5,4,2,3,0,0,2.6,3.3,2.75
Hoffenheim,Stuttgart,9,4,0,H,22,6,10,0,11,9,6,3,1,1,0,1,1.57,4.33,5.5
Mainz 05,Bayern Munich,9,1,2,A,6,21,1,5,13,6,2,7,3,1,0,0,11,6.5,1.25
Nürnberg,Eint Frankfurt,9,1,1,D,10,10,3,2,11,13,8,6,2,3,0,0,3.3,3.5,2.14
RB Leipzig,Schalke 04,9,0,0,D,15,6,2,0,11,13,7,4,3,2,0,0,1.75,3.6,4.75
Werder Bremen,Leverkusen,9,2,6,A,14,17,6,10,9,8,6,6,2,2,0,0,2.3,3.4,3.1
Augsburg,Nürnberg,10,2,2,D,17,13,4,5,16,11,6,6,3,3,0,0,1.6,3.8,6
Bayern Munich,Freiburg,10,1,1,D,24,10,6,1,9,8,14,2,1,1,0,0,1.11,10,21
Hertha BSC,RB Leipzig,10,0,3,A,12,25,5,11,6,11,3,7,2,1,0,0,3.2,3.4,2.25
Leverkusen,Hoffenheim,10,1,4,A,21,10,9,4,6,17,6,7,0,2,0,0,2.1,4,3.1
M'Gladbach,Düsseldorf,10,3,0,H,21,13,7,6,15,8,10,4,1,2,0,0,1.36,4.75,8
Mainz 05,Werder Bremen,10,2,1,H,13,14,6,4,7,8,3,6,0,2,0,0,3,3.4,2.37
Schalke 04,Hannover 96,10,3,1,H,16,20,6,6,10,10,7,7,2,3,0,0,1.61,3.8,6
Stuttgart,Eint Frankfurt,10,0,3,A,10,15,0,7,4,10,1,3,1,2,0,0,3,3.5,2.3
Wolfsburg,Dortmund,10,0,1,A,13,12,3,1,6,9,6,14,0,2,0,0,3.8,3.8,1.9
Dortmund,Bayern Munich,11,3,2,H,11,9,5,3,4,8,0,6,3,3,0,0,3.1,3.8,2.1
Düsseldorf,Hertha BSC,11,4,1,H,20,11,9,5,15,15,2,6,1,3,0,1,3.6,3.4,2.1
Eint Frankfurt,Schalke 04,11,3,0,H,14,5,4,1,7,13,10,4,0,2,0,0,2.2,3.3,3.4
Freiburg,Mainz 05,11,1,3,A,15,12,4,9,19,10,3,4,1,2,0,0,2,3.4,3.75
Hannover 96,Wolfsburg,11,2,1,H,10,19,4,9,14,8,3,5,4,2,0,0,2.9,3.3,2.37
Hoffenheim,Augsburg,11,2,1,H,18,22,7,7,14,6,6,6,1,1,0,0,1.61,4.33,5
Nürnberg,Stuttgart,11,0,2,A,10,13,3,4,14,10,3,9,1,0,0,0,2.4,3.25,3.1
RB Leipzig,Leverkusen,11,3,0,H,14,7,7,2,12,12,4,3,0,1,0,0,1.8,4,4
Werder Bremen,M'Gladbach,11,1,3,A,20,16,5,6,7,2,9,5,0,0,0,0,2.4,3.5,2.75
Augsburg,Eint Frankfurt,12,1,3,A,25,15,10,7,3,12,8,5,1,2,0,0,2.62,3.5,2.62
Bayern Munich,Düsseldorf,12,3,3,D,17,9,5,5,4,7,9,2,0,1,0,0,1.08,11,26
Freiburg,Werder Bremen,12,1,1,D,23,19,9,8,6,10,6,3,0,2,0,0,2.87,3.3,2.5
Hertha BSC,Hoffenheim,12,3,3,D,23,13,8,6,9,13,8,5,1,2,0,0,3.4,3.75,2.04
Leverkusen,Stuttgart,12,2,0,H,17,10,4,2,13,8,6,9,3,3,0,0,1.5,4.5,6
M'Gladbach,Hannover 96,12,4,1,H,20,5,6,3,8,10,5,5,1,1,0,0,1.44,4.5,7
Mainz 05,Dortmund,12,1,2,A,15,11,7,7,9,11,6,5,2,1,0,0,5.5,4,1.6
Schalke 04,Nürnberg,12,5,2,H,20,12,10,6,7,12,7,2,1,2,0,1,1.53,4,7
Wolfsburg,RB Leipzig,12,1,0,H,5,10,3,4,10,13,2,9,1,2,0,0,3.5,3.5,2.1
Dortmund,Freiburg,13,2,0,H,11,5,4,1,6,11,2,3,1,1,0,0,1.28,5.5,11
Düsseldorf,Mainz 05,13,0,1,A,20,15,7,3,8,7,12,5,1,1,0,0,2.7,3.3,2.6
Eint Frankfurt,Wolfsburg,13,1,2,A,13,10,2,3,10,9,9,3,3,7,0,0,1.8,4,4.1
Hannover 96,Hertha BSC,13,0,2,A,10,14,2,8,9,14,3,6,2,3,0,0,2.7,3.4,2.6
Hoffenheim,Schalke 04,13,1,1,D,20,13,7,5,11,13,4,10,3,3,0,0,1.8,3.8,4.33
Nürnberg,Leverkusen,13,1,1,D,11,20,4,6,14,10,3,6,3,2,0,0,4.2,4,1.8
RB Leipzig,M'Gladbach,13,2,0,H,14,7,6,4,9,9,5,4,2,2,0,0,1.9,3.75,3.75
Stuttgart,Augsburg,13,1,0,H,13,17,3,4,11,10,3,8,4,2,0,0,2.6,3.3,2.75
Werder Bremen,Bayern Munich,13,1,2,A,9,16,3,5,13,8,3,10,3,2,1,0,7,5.25,1.4
Bayern Munich,Nürnberg,14,3,0,H,20,4,8,1,9,6,11,1,1,0,0,0,1.08,11,34
Freiburg,RB Leipzig,14,3,0,H,12,15,9,4,9,16,3,12,1,2,0,0,4,4,1.83
Hertha BSC,Eint Frankfurt,14,1,0,H,7,18,4,4,15,14,5,9,1,0,0,0,2.45,3.3,2.9
Leverkusen,Augsburg,14,1,0,H,21,13,7,1,11,17,4,2,1,2,0,0,1.66,4,5
M'Gladbach,Stuttgart,14,3,0,H,23,7,7,2,7,12,7,4,2,4,0,1,1.44,4.33,7
Mainz 05,Hannover 96,14,1,1,D,28,11,5,3,12,9,9,1,4,3,0,1,1.9,3.6,4
Schalke 04,Dortmund,14,1,2,A,6,10,3,3,12,9,3,1,4,3,0,0,3.3,3.4,2.2
Werder Bremen,Düsseldorf,14,3,1,H,22,12,9,3,13,18,6,4,3,4,0,0,1.72,4,4.5
Wolfsburg,Hoffenheim,14,2,2,D,10,19,3,6,9,9,6,4,1,2,0,0,3,3.6,2.3
Augsburg,Schalke 04,15,1,1,D,17,15,9,5,17,8,6,7,2,1,0,0,2.5,3.25,2.9
Dortmund,Werder Bremen,15,2,1,H,16,9,9,5,11,14,4,10,1,4,0,0,1.36,5.25,8
Düsseldorf,Freiburg,15,2,0,H,20,6,8,2,13,9,4,1,2,1,0,0,2.75,3.3,2.6
Eint Frankfurt,Leverkusen,15,2,1,H,17,12,7,6,9,8,10,7,6,2,0,0,2.4,3.5,2.87
Hannover 96,Bayern Munich,15,0,4,A,3,32,0,14,9,5,0,14,1,0,0,0,11,7,1.22
Hoffenheim,M'Gladbach,15,0,0,D,27,5,6,1,9,10,6,2,0,2,0,0,1.9,4,3.6
Nürnberg,Wolfsburg,15,0,2,A,11,10,0,4,13,13,6,3,2,1,0,0,3.6,3.5,2.04
RB Leipzig,Mainz 05,15,4,1,H,17,11,7,5,9,13,6,2,3,3,0,0,1.4,4.75,7.5
Stuttgart,Hertha BSC,15,2,1,H,9,15,4,3,11,13,5,5,1,3,0,0,2.7,3.4,2.62
Bayern Munich,RB Leipzig,16,1,0,H,10,8,4,2,9,20,5,5,2,2,1,1,1.36,5.25,8
Düsseldorf,Dortmund,16,2,1,H,8,11,3,3,8,13,2,2,1,2,0,0,7,4.5,1.44
Freiburg,Hannover 96,16,1,1,D,14,18,7,3,13,14,5,2,0,2,0,0,1.85,3.6,4
Hertha BSC,Augsburg,16,2,2,D,17,8,7,2,17,13,3,2,1,0,0,0,2.3,3.4,3.1
M'Gladbach,Nürnberg,16,2,0,H,17,7,7,2,5,19,6,7,2,3,0,0,1.36,5.5,7
Mainz 05,Eint Frankfurt,16,2,2,D,17,12,6,4,13,15,3,2,3,3,0,0,3.2,3.5,2.2
Schalke 04,Leverkusen,16,1,2,A,18,8,4,5,14,19,7,1,4,4,0,0,2.4,3.5,2.9
Werder Bremen,Hoffenheim,16,1,1,D,26,14,5,4,7,13,6,3,0,1,0,0,3.1,4.2,2.04
Wolfsburg,Stuttgart,16,2,0,H,16,11,5,1,10,17,4,8,1,2,0,0,1.66,3.75,5.5
Augsburg,Wolfsburg,17,2,3,A,10,16,4,5,12,11,3,4,2,3,0,0,2.6,3.3,2.75
Dortmund,M'Gladbach,17,2,1,H,12,3,4,2,5,12,4,2,0,1,0,0,1.5,4.5,5.75
Eint Frankfurt,Bayern Munich,17,0,3,A,10,9,3,7,9,4,3,4,2,1,0,0,5.75,4.75,1.5
Hannover 96,Düsseldorf,17,0,1,A,17,13,3,6,14,19,4,6,2,3,0,0,2.2,3.4,3.3
Hoffenheim,Mainz 05,17,1,1,D,28,12,7,5,11,10,9,2,1,0,0,0,1.44,4.5,6.5
Leverkusen,Hertha BSC,17,3,1,H,15,13,7,8,3,12,4,5,0,1,0,0,1.72,4,4.5
Nürnberg,Freiburg,17,0,1,A,16,7,3,3,16,16,12,3,2,3,0,0,2.62,3.3,2.7
RB Leipzig,Werder Bremen,17,3,2,H,11,15,5,6,15,9,4,4,2,0,0,0,1.44,4.5,7
Stuttgart,Schalke 04,17,1,3,A,17,15,5,6,9,17,2,5,3,5,0,0,3.2,3.3,2.3
Augsburg,Düsseldorf,18,1,2,A,13,11,6,3,13,9,5,3,3,1,0,0,1.9,3.6,4
Eint Frankfurt,Freiburg,18,3,1,H,9,21,4,7,13,8,5,5,2,1,0,0,1.65,4,5.25
Hannover 96,Werder Bremen,18,0,1,A,10,23,1,13,17,19,7,8,3,1,0,0,3.25,3.6,2.15
Hoffenheim,Bayern Munich,18,1,3,A,13,21,5,9,13,9,2,6,3,2,0,0,6,5,1.44
Leverkusen,M'Gladbach,18,0,1,A,22,7,10,3,9,14,10,3,1,2,0,0,2,3.7,3.6
Nürnberg,Hertha BSC,18,1,3,A,14,16,3,8,13,9,4,4,2,1,0,0,3.5,3.4,2.1
RB Leipzig,Dortmund,18,0,1,A,12,8,5,4,12,9,6,7,3,2,0,0,2.5,3.5,2.75
Schalke 04,Wolfsburg,18,2,1,H,20,12,5,5,11,5,4,6,1,0,0,0,2.2,3.3,3.4
Stuttgart,Mainz 05,18,2,3,A,28,14,8,4,9,16,13,8,2,2,0,0,2.4,3.3,2.9
Bayern Munich,Stuttgart,19,4,1,H,19,7,6,2,9,9,8,1,1,1,0,0,1.08,13,21
Dortmund,Hannover 96,19,5,1,H,18,11,9,3,7,10,6,3,1,1,0,0,1.16,7.5,15
Düsseldorf,RB Leipzig,19,0,4,A,10,12,0,9,11,11,8,2,1,0,0,0,4,3.6,1.9
Freiburg,Hoffenheim,19,2,4,A,20,16,8,11,17,14,6,1,0,2,0,0,3.5,4,1.95
Hertha BSC,Schalke 04,19,2,2,D,11,14,4,7,15,10,3,6,2,1,0,0,2.5,3.25,2.87
M'Gladbach,Augsburg,19,2,0,H,14,4,6,1,9,15,4,0,2,4,0,0,1.66,4,5
Mainz 05,Nürnberg,19,2,1,H,20,8,4,3,12,16,5,5,3,1,0,0,1.66,3.8,5.25
Werder Bremen,Eint Frankfurt,19,2,2,D,18,8,9,4,11,10,8,3,4,2,0,0,2.55,3.5,2.7
Wolfsburg,Leverkusen,19,0,3,A,10,23,4,14,10,14,5,6,5,3,0,0,2.62,3.5,2.6
Augsburg,Mainz 05,20,3,0,H,19,6,8,0,18,10,7,3,0,1,0,0,2.1,3.5,3.4
Eint Frankfurt,Dortmund,20,1,1,D,12,13,7,4,15,6,6,4,2,2,0,0,3.3,3.6,2.15
Hannover 96,RB Leipzig,20,0,3,A,5,19,1,8,14,17,0,7,2,2,0,0,5.5,4.33,1.53
Hertha BSC,Wolfsburg,20,0,1,A,11,8,4,4,19,12,3,7,3,1,0,0,2.3,3.3,3.25
Hoffenheim,Düsseldorf,20,1,1,D,12,8,4,6,22,12,5,5,3,4,0,0,1.44,4.5,6.5
Leverkusen,Bayern Munich,20,3,1,H,11,17,4,6,13,13,7,4,3,2,0,0,5.5,4.5,1.55
Nürnberg,Werder Bremen,20,1,1,D,11,10,2,3,17,17,3,7,4,1,0,0,3.75,3.6,2
Schalke 04,M'Gladbach,20,0,2,A,9,16,1,9,9,8,1,6,1,2,1,0,2.4,3.4,3
Stuttgart,Freiburg,20,2,2,D,17,16,4,4,8,9,7,8,5,0,1,0,2.15,3.4,3.4
Bayern Munich,Schalke 04,21,3,1,H,17,7,4,5,8,9,7,2,1,2,0,0,1.2,7,13
Dortmund,Hoffenheim,21,3,3,D,16,14,7,6,7,14,7,8,0,3,0,0,1.66,4.2,4.75
Düsseldorf,Stuttgart,21,3,0,H,15,15,6,2,18,8,5,4,3,4,0,1,2.1,3.5,3.5
Freiburg,Wolfsburg,21,3,3,D,10,15,4,4,15,10,9,2,3,2,0,0,2.87,3.4,2.45
Hannover 96,Nürnberg,21,2,0,H,18,9,8,1,16,16,4,4,2,2,0,1,2.2,3.4,3.25
M'Gladbach,Hertha BSC,21,0,3,A,13,11,4,4,7,11,5,5,0,2,0,0,1.57,4.2,5.5
Mainz 05,Leverkusen,21,1,5,A,15,18,2,7,13,5,4,4,3,1,0,0,3.8,3.8,1.9
RB Leipzig,Eint Frankfurt,21,0,0,D,14,6,1,2,9,10,7,4,4,2,0,0,1.83,4,4
Werder Bremen,Augsburg,21,4,0,H,11,13,5,3,5,12,3,2,0,1,0,0,1.72,3.8,4.5
Augsburg,Bayern Munich,22,2,3,A,8,17,2,8,13,12,1,9,1,2,0,0,15,6,1.2
Eint Frankfurt,M'Gladbach,22,1,1,D,12,14,3,5,12,8,8,7,3,1,0,0,2.3,3.6,3
Hertha BSC,Werder Bremen,22,1,1,D,11,8,2,2,16,11,4,3,3,3,0,0,2.4,3.5,2.9
Hoffenheim,Hannover 96,22,3,0,H,26,5,11,1,15,6,10,6,0,1,0,0,1.3,6,8.5
Leverkusen,Düsseldorf,22,2,0,H,13,3,7,0,6,11,5,4,1,3,0,0,1.44,4.75,6.5
Nürnberg,Dortmund,22,0,0,D,7,17,2,6,8,9,3,11,1,1,0,0,7.5,5,1.4
Schalke 04,Freiburg,22,0,0,D,15,12,2,3,10,13,4,9,0,4,1,1,1.7,3.75,5.25
Stuttgart,RB Leipzig,22,1,3,A,7,7,3,4,18,11,5,4,1,1,0,0,5.25,4,1.65
Wolfsburg,Mainz 05,22,3,0,H,16,12,6,4,6,11,4,7,1,1,0,0,1.72,4,4.5
Bayern Munich,Hertha BSC,23,1,0,H,12,9,4,2,12,6,11,3,2,0,0,1,1.18,7,17
Dortmund,Leverkusen,23,3,2,H,9,13,4,4,10,9,3,8,1,2,0,0,1.8,4.2,4
Düsseldorf,Nürnberg,23,2,1,H,19,5,7,2,14,7,7,3,3,4,0,1,1.72,3.75,5
Freiburg,Augsburg,23,5,1,H,19,14,11,4,13,16,8,1,0,3,0,1,2.15,3.5,3.3
Hannover 96,Eint Frankfurt,23,0,3,A,11,14,3,8,11,12,3,5,1,1,0,0,4.75,3.75,1.75
M'Gladbach,Wolfsburg,23,0,3,A,15,5,5,3,14,11,12,1,2,1,0,0,1.75,3.8,4.75
Mainz 05,Schalke 04,23,3,0,H,21,10,6,3,10,15,1,3,4,2,0,0,2.8,3.4,2.5
RB Leipzig,Hoffenheim,23,1,1,D,15,7,4,4,16,21,6,4,0,1,0,0,1.8,4,4
Werder Bremen,Stuttgart,23,1,1,D,15,8,4,3,7,9,4,2,1,3,0,0,1.53,4.33,5.75
Augsburg,Dortmund,24,2,1,H,9,18,4,8,15,11,1,4,1,2,0,0,5.75,4.5,1.53
Eint Frankfurt,Hoffenheim,24,3,2,H,18,20,10,7,8,16,4,3,0,3,0,1,2.37,3.75,2.8
Hertha BSC,Mainz 05,24,2,1,H,11,13,4,1,13,10,4,1,0,2,0,0,1.85,3.6,4.33
Leverkusen,Freiburg,24,2,0,H,17,8,5,3,11,7,7,2,0,0,0,0,1.44,4.5,7.5
M'Gladbach,Bayern Munich,24,1,5,A,11,19,2,14,6,11,1,9,2,2,0,0,5.5,4.5,1.57
Nürnberg,RB Leipzig,24,0,1,A,7,12,1,5,8,17,5,8,2,3,0,0,6.5,4.33,1.5
Schalke 04,Düsseldorf,24,0,4,A,7,13,2,5,16,16,1,1,4,2,0,0,1.83,3.75,4.2
Stuttgart,Hannover 96,24,5,1,H,14,3,8,1,15,16,7,0,2,2,0,0,1.72,4,4.5
Wolfsburg,Werder Bremen,24,1,1,D,13,12,5,3,8,22,6,4,0,2,0,0,2.15,3.5,3.3
Bayern Munich,Wolfsburg,25,6,0,H,22,4,12,1,9,6,7,2,0,1,0,0,1.25,6.5,10
Dortmund,Stuttgart,25,3,1,H,18,7,8,1,6,10,7,1,3,3,0,0,1.28,5.5,11
Düsseldorf,Eint Frankfurt,25,0,3,A,7,15,3,6,9,14,1,5,1,2,0,0,2.75,3.4,2.55
Freiburg,Hertha BSC,25,2,1,H,10,16,4,6,10,14,3,6,1,3,0,0,2.55,3.25,2.87
Hannover 96,Leverkusen,25,2,3,A,11,15,5,5,14,15,6,6,3,1,0,0,8.5,5.75,1.3
Hoffenheim,Nürnberg,25,2,1,H,18,11,6,5,10,7,8,3,3,2,0,0,1.25,5.75,12
Mainz 05,M'Gladbach,25,0,1,A,15,11,2,4,12,4,2,6,2,0,0,0,3.3,3.4,2.2
RB Leipzig,Augsburg,25,0,0,D,17,5,4,3,13,9,7,4,1,1,0,0,1.36,5,8.5
Werder Bremen,Schalke 04,25,4,2,H,20,14,7,8,17,10,4,5,2,1,0,0,2.05,3.5,3.6
Augsburg,Hannover 96,26,3,1,H,22,13,10,4,11,10,2,3,1,4,0,0,1.61,4.33,5
Bayern Munich,Mainz 05,26,6,0,H,22,7,11,1,7,5,13,2,1,0,0,0,1.12,9,17
Eint Frankfurt,Nürnberg,26,1,0,H,24,9,4,3,4,13,8,3,0,2,0,0,1.4,5,7.5
Hertha BSC,Dortmund,26,2,3,A,7,25,4,8,10,5,4,10,3,3,2,0,4.2,3.75,1.85
Leverkusen,Werder Bremen,26,1,3,A,15,10,2,5,8,11,10,3,3,2,0,0,1.6,4.2,5.25
M'Gladbach,Freiburg,26,1,1,D,13,10,2,2,10,13,10,6,0,3,0,0,1.53,3.9,6.25
Schalke 04,RB Leipzig,26,0,1,A,14,15,3,4,12,16,0,6,1,1,0,0,3.75,3.6,2
Stuttgart,Hoffenheim,26,1,1,D,13,21,2,8,10,15,4,9,4,2,0,0,3.7,4,1.85
Wolfsburg,Düsseldorf,26,5,2,H,19,18,10,6,15,9,7,5,1,1,0,0,1.75,3.75,4.75
Dortmund,Wolfsburg,27,2,0,H,11,7,5,3,11,13,5,4,0,3,0,0,1.5,4.33,6.5
Düsseldorf,M'Gladbach,27,3,1,H,8,13,4,6,14,13,1,2,2,3,0,0,3,3.5,2.3
Eint Frankfurt,Stuttgart,27,3,0,H,11,10,5,3,13,10,5,5,2,1,0,0,1.44,5,6.5
